smiles,encoded_mdes_0,encoded_mdes_1,encoded_mdes_2,encoded_mdes_3,encoded_mdes_4,encoded_mdes_5,encoded_mdes_6,encoded_mdes_7,encoded_mdes_8,encoded_mdes_9,encoded_mdes_10,encoded_mdes_11,encoded_mdes_12,encoded_mdes_13,encoded_mdes_14,encoded_mdes_15,encoded_mdes_16,encoded_mdes_17,encoded_mdes_18,encoded_mdes_19,encoded_mdes_20,encoded_mdes_21,encoded_mdes_22,encoded_mdes_23,encoded_mdes_24,encoded_mdes_25,encoded_mdes_26,encoded_mdes_27,encoded_mdes_28,encoded_mdes_29,encoded_mdes_30,encoded_mdes_31,encoded_mdes_32,encoded_mdes_33,encoded_mdes_34,encoded_mdes_35,encoded_mdes_36,encoded_mdes_37,encoded_mdes_38,encoded_mdes_39,encoded_mdes_40,encoded_mdes_41,encoded_mdes_42,encoded_mdes_43,encoded_mdes_44,encoded_mdes_45,encoded_mdes_46,encoded_mdes_47,encoded_mdes_48,encoded_mdes_49,encoded_mdes_50,encoded_mdes_51,encoded_mdes_52,encoded_mdes_53,encoded_mdes_54,encoded_mdes_55,encoded_mdes_56,encoded_mdes_57,encoded_mdes_58,encoded_mdes_59,encoded_mdes_60,encoded_mdes_61,encoded_mdes_62,encoded_mdes_63,encoded_mdes_64,encoded_mdes_65,encoded_mdes_66,encoded_mdes_67,encoded_mdes_68,encoded_mdes_69,encoded_mdes_70,encoded_mdes_71,encoded_mdes_72,encoded_mdes_73,encoded_mdes_74,encoded_mdes_75,encoded_mdes_76,encoded_mdes_77,encoded_mdes_78,encoded_mdes_79,encoded_mdes_80,encoded_mdes_81,encoded_mdes_82,encoded_mdes_83,encoded_mdes_84,encoded_mdes_85,encoded_mdes_86,encoded_mdes_87,encoded_mdes_88,encoded_mdes_89,encoded_mdes_90,encoded_mdes_91,encoded_mdes_92,encoded_mdes_93,encoded_mdes_94,encoded_mdes_95,encoded_mdes_96,encoded_mdes_97,encoded_mdes_98,encoded_mdes_99,encoded_mdes_100,encoded_mdes_101,encoded_mdes_102,encoded_mdes_103,encoded_mdes_104,encoded_mdes_105,encoded_mdes_106,encoded_mdes_107,encoded_mdes_108,encoded_mdes_109,encoded_mdes_110,encoded_mdes_111,encoded_mdes_112,encoded_mdes_113,encoded_mdes_114,encoded_mdes_115,encoded_mdes_116,encoded_mdes_117,encoded_mdes_118,encoded_mdes_119,encoded_mdes_120,encoded_mdes_121,encoded_mdes_122,encoded_mdes_123,encoded_mdes_124,encoded_mdes_125,encoded_mdes_126,encoded_mdes_127,encoded_mdes_128,encoded_mdes_129,encoded_mdes_130,encoded_mdes_131,encoded_mdes_132,encoded_mdes_133,encoded_mdes_134
CN(C)CCCN,-0.75583744,0.05922278,0.046184894,-0.17144671,1.109106,0.4804783,0.47894946,0.75287,-0.098628074,-1.7147372,1.3241324,0.058715276,-0.44629297,1.0834994,0.19812167,-1.5190521,-1.4500414,-0.25161174,1.9517711,0.06484204,-0.22945762,0.08622919,-0.7445683,0.60291195,-2.8384323,-2.1737654,-1.5910667,-1.9498534,1.9765024,-0.043014035,0.44255134,0.20066707,1.5031825,0.5249977,0.009843059,-1.5373145,0.095752105,0.96986413,0.21847159,-1.5933785,-1.6385363,1.9084767,1.2060976,-1.0224943,0.31353202,0.8753531,0.74076176,1.1467912,1.4863904,0.12503023,0.55411536,0.43165803,-3.050401,-0.037653856,-0.57504857,0.84212476,0.0039396193,-0.05318449,1.4250045,1.8666494,2.0437713,-0.12582937,-0.41924867,-2.0456579,-1.4702216,0.38313827,-0.36755365,1.034072,-0.4864865,0.32998228,-0.66121405,-0.00252565,2.5415192,-0.058024026,1.3802133,-1.6912155,0.38484415,0.5242771,0.10326367,0.36803907,2.1567504,-0.33996984,2.1587758,0.3767109,1.9177486,1.4117019,-0.6916073,-1.2493875,-0.023710439,0.3001418,2.5947824,-1.1360885,0.27220672,-0.027368916,0.22215004,-0.0060832724,-0.18256818,-0.54965526,-0.15217195,-0.5692806,-0.38516772,0.8591241,-0.29299966,0.33280942,-0.61947954,0.01465505,0.13432452,0.11594337,-1.0349569,-1.4481634,-0.06933677,-0.8881094,0.037338313,-1.5504173,1.6162541,1.3931963,1.7405567,-0.9736218,-1.274782,-0.63327825,-1.182054,0.87000406,0.14114478,1.9765931,-0.45161003,-0.06516644,0.588424,-0.63466626,-0.37140206,-1.994048,-0.7759233,1.2347536,-0.3775481,-0.9985239,1.0179664
Nc1cccnc1N,0.0047219982,-0.03229838,0.0481131,0.048697285,0.049101256,0.040418148,0.011062401,0.0239173,0.03250654,-0.018718425,-0.06817101,-0.013356337,0.03136556,-0.031773128,-0.05993904,0.030703869,-0.023556232,0.0225427,-0.0025857883,-0.041207533,0.0345693,-0.0064103324,-0.082791604,-0.0033855224,0.017693728,0.023524377,-0.082293436,-0.050343484,0.104271665,-0.010685063,0.009154091,-0.029251866,0.023438679,0.036089383,0.02877277,-0.057778403,-0.03639833,-0.02451703,-0.04297567,0.043905348,0.022801388,0.023623992,0.0036118962,-0.08136157,0.020793308,0.045561988,0.037354685,0.010171993,0.09289646,0.029691275,-0.07533915,-0.06491055,-0.080358565,0.005556645,0.046369515,-0.038231146,0.01596034,-0.014357092,-0.06360521,0.07856261,-0.019706957,-0.035156734,0.011384077,0.045566753,-0.021853238,0.029665703,0.0027366355,0.054938104,0.04266308,0.060719293,-0.00139052,0.043954942,0.059901882,-0.016688447,-0.03400842,-0.008009601,0.003743669,-0.030238893,-0.037681926,0.0026988443,0.074532904,0.041951697,-0.005613733,-0.057004258,0.07108958,0.014227696,0.06028919,-0.061862886,0.005436007,-0.0073467176,0.11566683,0.059063785,0.07164584,0.020937327,-0.009881497,0.040054392,-0.06418039,-0.019263104,0.006242872,-0.051750645,-0.0906163,-0.050096735,0.0442783,-0.038279235,0.06370163,0.016846206,-0.023857541,-0.021539005,-0.06830022,0.007297404,0.0083043,0.06470512,0.045438353,-0.09972485,-0.05410172,0.06388745,0.11046451,-0.0012918985,-0.017938,0.06398574,-0.049201347,-0.028703466,-0.017190425,-0.03935347,0.012391685,-0.008240735,0.07276397,-0.043724544,0.050503798,-0.033816416,0.017747369,-0.0044771023,-0.10209501,-0.07042735,0.07727553
C1=Cc2nc1c(-c1cccnc1)c1ccc([nH]1)c(-c1cccnc1)c1nc(c(-c3cccnc3)c3ccc([nH]3)c2-c2cccnc2)C=C1,2.1152084,0.59069824,-0.13184477,-0.7225873,-0.36123386,-1.2318943,-0.039401367,-0.8161282,1.2124434,2.1101623,-1.4169127,-0.42941204,0.7250351,-0.6326731,-0.59784377,0.14536425,-0.036503837,1.3941743,-1.8597127,-0.11627189,1.4158098,-0.69766015,0.14139067,-1.3150631,2.4424691,1.2218722,2.5644176,0.11504005,-0.069564275,1.522544,0.511618,-0.9699234,-1.17515,-0.067707255,-0.85159236,0.34373584,2.1185675,0.059513442,-1.1711125,1.6858307,0.06221642,-0.24319066,0.89247847,0.08810606,-0.013298113,-1.6804341,0.19922641,-0.0742926,-1.473328,0.06419824,-2.0069485,-0.45873353,0.6196954,0.5603535,1.6446928,-0.7592658,-0.036176212,0.00858723,-0.036191262,-0.2940232,-1.6427691,-0.62094635,1.276244,0.50259405,2.0751488,-0.92534524,-1.1062266,0.6032899,0.9236909,-0.2848176,0.036115482,0.404046,0.005007169,0.07911849,0.54179174,0.3990569,-1.4453802,-0.24083076,-0.039794184,-0.35093653,0.7351996,1.7569646,-1.5641657,-0.6372339,-0.71745557,-0.60644376,1.0699136,-1.2025721,1.1613134,-0.10447074,-0.3620503,0.3385121,0.13922668,-1.7409215,-0.0040042885,-0.9360006,0.3453102,0.15979873,-0.09427101,-0.016489536,-0.18411146,-1.1627485,0.54215825,-0.5173117,-0.07459841,-0.5566571,-1.772232,0.012798682,0.30508414,2.9695299,0.02661596,1.4618222,0.28239846,2.5299745,-0.010529608,-1.2768888,-0.8696823,1.6717763,0.43122903,1.5545462,0.30749178,0.6318961,1.0931641,-1.6219722,0.42224622,0.32680026,0.3015329,0.06617381,-0.09173541,0.49077585,1.3818337,-0.058505937,0.51670575,1.7319119,0.11195958
CCCCC(CC)CNCC(CC)CCCC,-0.17173575,-0.007406831,0.046962462,0.0055537894,0.2864518,0.14881979,0.11362834,0.18947043,0.0010419376,-0.3915886,0.25626585,0.00814893,-0.08914254,0.21605353,-0.011943497,-0.31295142,-0.334082,-0.039596695,0.4463589,-0.0105793085,-0.031738963,0.01784054,-0.23879397,0.14371519,-0.6170273,-0.4759713,-0.41311032,-0.47761798,0.51764005,-0.020936638,0.11238539,0.011457663,0.3476269,0.13926803,0.025705256,-0.3863376,-0.013099052,0.2053377,0.024442485,-0.3349519,-0.34398857,0.4556903,0.26318717,-0.2898428,0.08412207,0.22595938,0.1988788,0.25644752,0.40370485,0.059699412,0.07327198,0.052315123,-0.76015145,-0.0162649,-0.09212899,0.16281527,0.014174586,-0.019899722,0.27397922,0.4968952,0.44395646,-0.059003394,-0.08521027,-0.42916706,-0.35246652,0.106033236,-0.07380541,0.26503113,-0.082765445,0.12354022,-0.15043713,0.023774572,0.59623766,-0.014694058,0.28039724,-0.37756693,0.09603999,0.067257136,-0.012262329,0.07981418,0.53542084,-0.05928653,0.4751672,0.051653054,0.4805124,0.32211733,-0.108746104,-0.32170132,-0.003611172,0.060073216,0.6737272,-0.22128695,0.117467865,0.0111025665,0.034431484,0.029790252,-0.089729354,-0.1237831,-0.026958706,-0.17663589,-0.15573618,0.14737144,-0.026831768,0.040076513,-0.09613351,0.017673686,0.025785923,0.00686612,-0.28260803,-0.31792447,-0.018186348,-0.15199803,0.0402056,-0.43166345,0.32113975,0.34832367,0.46212125,-0.22684066,-0.29836684,-0.091701545,-0.30133212,0.17080021,0.022699464,0.4304163,-0.09036395,-0.010615556,0.18715075,-0.19578627,-0.059447665,-0.4702048,-0.16344109,0.26977122,-0.1585764,-0.2681193,0.29333413
CN(C)C(=N)N(C)C,-0.04223883,-0.021149395,0.044443466,0.0443108,0.1032062,0.07927076,0.037182156,0.061976787,0.01941975,-0.101539955,0.016822994,-0.007788022,-0.008460488,0.030097738,-0.056422047,-0.048613105,-0.0864816,0.0044855815,0.11154228,-0.03081462,0.013057653,-0.0008903779,-0.12310436,0.039756343,-0.13073093,-0.09963316,-0.15744923,-0.1549665,0.19977498,-0.01714078,0.04194152,-0.032665983,0.093238145,0.053996798,0.031458694,-0.1349081,-0.036945924,0.03591323,-0.01848955,-0.06094186,-0.0639566,0.1312551,0.057165716,-0.12902722,0.03603947,0.08327479,0.08221172,0.057413533,0.16362932,0.042942118,-0.033443175,-0.03214342,-0.25118417,-0.01364123,0.012969021,0.0152882375,0.019874651,-0.016022898,0.017608196,0.18977451,0.08881483,-0.042751882,-0.014335021,-0.06868818,-0.1064756,0.047053747,-0.0071014073,0.09692607,0.009986661,0.080991864,-0.040146213,0.032195244,0.16576509,-0.009078173,0.040074654,-0.085200906,0.032297496,-0.030143086,-0.03765147,0.015178935,0.17695817,0.00741278,0.10358418,-0.021309095,0.16560787,0.08202287,0.020230304,-0.11784634,0.0031756847,0.008322292,0.24685241,-0.017042086,0.082514994,0.019518852,-0.011309085,0.03979166,-0.06755196,-0.032276776,0.0010810923,-0.09021446,-0.10463319,-0.01149812,0.031930357,-0.023176927,0.022277065,0.016132278,-0.00074706506,-0.01833877,-0.11903551,-0.069047555,-0.0086067,0.010731541,0.041449267,-0.18088552,0.03511206,0.1191729,0.18048224,-0.06314511,-0.085657224,0.025495023,-0.106288865,0.016416341,-0.005889169,0.08817406,-0.013627391,0.00033927895,0.09913525,-0.092797294,0.013396738,-0.13020961,-0.026285587,0.055419862,-0.11028303,-0.10678086,0.13224904
CN1CCCC1,-0.06628301,-0.019096382,0.045966364,0.03604282,0.13737023,0.09172668,0.051220838,0.08747172,0.01499787,-0.15484491,0.062128313,-0.004022726,-0.024608131,0.06377366,-0.04925078,-0.09798777,-0.13263579,-0.004106791,0.17375088,-0.025486017,0.0043779835,0.002098484,-0.14481094,0.05956693,-0.22060071,-0.16957971,-0.20433111,-0.21478786,0.25829074,-0.017186236,0.05564663,-0.025842005,0.139583,0.07027112,0.030536953,-0.18116881,-0.033052754,0.06738231,-0.010671498,-0.11219238,-0.114866465,0.19225138,0.09488742,-0.1598219,0.043870144,0.10948528,0.10464958,0.094497025,0.20931113,0.046571903,-0.012832683,-0.017134733,-0.34669018,-0.014280406,-0.0075997375,0.04346124,0.01745733,-0.016026989,0.06648088,0.24800247,0.15486607,-0.04592209,-0.027614772,-0.13567176,-0.15208343,0.057732083,-0.019784331,0.12946554,-0.008646116,0.088382035,-0.05953289,0.02905152,0.24438913,-0.009717711,0.08516136,-0.13853045,0.04304426,-0.013678148,-0.033302415,0.026514936,0.24206483,-0.005461283,0.17151928,-0.0068289824,0.22353996,0.1251871,-0.004303105,-0.15459324,0.0010891234,0.017524388,0.32638192,-0.05574675,0.08812438,0.018678537,-0.0028324127,0.03797675,-0.07093639,-0.04905928,-0.0039249305,-0.106477655,-0.11338321,0.018639937,0.022338763,-0.010555804,1.4975667e-05,0.01561038,0.004599198,-0.013128743,-0.15076502,-0.11486031,-0.010178188,-0.019839779,0.04056759,-0.22790769,0.08890751,0.16070701,0.2313988,-0.09294839,-0.1254244,0.0048622265,-0.14225507,0.045887534,0.00065541733,0.1529075,-0.027029857,-0.001211172,0.11473525,-0.11302152,-0.0019711666,-0.19278584,-0.051388726,0.094199836,-0.11962367,-0.13618763,0.16205052
c1ccnnc1,0.0019966215,-0.032098632,0.04749979,0.049170632,0.05142685,0.042710856,0.011845643,0.02542659,0.030763853,-0.022067029,-0.0650446,-0.013148559,0.028997134,-0.030266918,-0.05926239,0.027973983,-0.025043778,0.02109153,0.0018370785,-0.04152091,0.03211343,-0.0054887226,-0.083349094,-0.0013536531,0.0121997,0.019322615,-0.08588602,-0.05384314,0.10792741,-0.012238029,0.009833122,-0.028739892,0.026277857,0.036363594,0.028432101,-0.06142746,-0.03682314,-0.02219214,-0.04020365,0.039363846,0.019570317,0.026850626,0.0038324408,-0.08294999,0.02166374,0.047881365,0.038427968,0.0117998775,0.0949395,0.02964561,-0.07237806,-0.06305337,-0.08526801,0.0038947668,0.04433508,-0.035572976,0.016980812,-0.015062344,-0.06162111,0.08321367,-0.0149691515,-0.03485041,0.010241893,0.04181955,-0.026231116,0.030954745,0.0030119615,0.05581974,0.041591465,0.06133979,-0.0038909088,0.043235652,0.06196307,-0.015947828,-0.032436006,-0.010243267,0.005713828,-0.03112495,-0.037550878,0.0033293953,0.0782116,0.039054036,-0.0018153787,-0.054980144,0.074403405,0.01689775,0.05884144,-0.06410734,0.005384564,-0.0074159093,0.120272785,0.056336083,0.07274764,0.022280116,-0.011272684,0.03995562,-0.06442859,-0.019805543,0.005906228,-0.052762754,-0.091171205,-0.04859908,0.0434558,-0.03806764,0.062547415,0.018223979,-0.020527296,-0.021167813,-0.06980674,0.0041058958,0.0072036725,0.063270316,0.044839457,-0.103966184,-0.051839657,0.06604707,0.11277867,-0.0046460098,-0.020381406,0.061957397,-0.050971813,-0.02783409,-0.018159002,-0.033621483,0.010536056,-0.007601574,0.07405669,-0.045992106,0.049045373,-0.03718417,0.015536017,-0.0027222037,-0.10280778,-0.07308324,0.07959974
Nc1ccc(-c2ccc(N)cc2)cc1,0.405322,0.09428386,0.0028986,-0.097020335,-0.0512587,-0.2026248,0.016680941,-0.15222582,0.26840603,0.41924065,-0.3359476,-0.08738569,0.18121013,-0.16468021,-0.17152041,0.078130096,0.0065829307,0.2942411,-0.36588684,-0.04219216,0.3179436,-0.14564586,-0.022896327,-0.2597279,0.5206578,0.278838,0.4561364,0.006725626,0.053329684,0.29386243,0.12415993,-0.22975625,-0.22979914,0.009538859,-0.12272347,0.055982053,0.37525678,-0.02197235,-0.26374677,0.374299,0.06526612,-0.054127138,0.14750214,-0.04241671,0.0063477675,-0.31468052,0.056468643,-0.022106634,-0.22840557,0.041226063,-0.44813603,-0.14734441,0.06717934,0.10898534,0.3806816,-0.1883046,0.021409152,0.0036063902,-0.076520585,-0.03226147,-0.38240343,-0.16055799,0.27111784,0.15150821,0.40163255,-0.16947523,-0.21777102,0.15054616,0.21922585,-0.0061840676,0.02112519,0.11585077,0.018931556,0.01304386,0.068201214,0.07483706,-0.2555703,-0.091136664,-0.063396364,-0.073557265,0.14607656,0.38832483,-0.34140372,-0.1745834,-0.10803309,-0.13332522,0.2555091,-0.26023287,0.2230664,-0.01736239,-0.024532571,0.11805389,0.078003116,-0.33187476,-0.006772537,-0.15695941,0.0154687315,0.014435255,-0.0037770756,-0.055848673,-0.0931674,-0.278691,0.15524283,-0.11609729,0.04958283,-0.10627258,-0.37321457,-0.029085077,0.042447124,0.60161674,0.0025922307,0.33693814,0.10911329,0.4442467,-0.049819916,-0.21061282,-0.10806134,0.33469772,0.072274104,0.35897478,0.02886771,0.097256914,0.19903317,-0.36931708,0.0995018,0.06908473,0.094060995,-0.01863052,0.0242724,0.1096988,0.29325137,-0.039614007,0.038714707,0.31584734,0.05834718
CCN(C)CC,-1.0191771,0.08928483,0.046115603,-0.25135428,1.4770516,0.6282438,0.64342344,1.0057818,-0.14363775,-2.3083208,1.8039913,0.080925874,-0.60705024,1.4718962,0.29335687,-2.0610778,-1.951572,-0.34797344,2.6260748,0.09774538,-0.31810457,0.11799218,-0.97048867,0.8084525,-3.833656,-2.935138,-2.1207874,-2.6085458,2.6317837,-0.054028645,0.5892175,0.2859109,2.0204835,0.69962496,0.0026635602,-2.0520866,0.14529084,1.3139533,0.30430114,-2.1561646,-2.220708,2.5596583,1.6289973,-1.3520912,0.4177131,1.1665742,0.9848192,1.5458642,1.9726021,0.1554934,0.76893526,0.6014688,-4.0762815,-0.047459327,-0.7911589,1.1463157,-0.0023470018,-0.06897159,1.9411616,2.4790924,2.7608504,-0.15419918,-0.56931764,-2.770553,-1.9729828,0.5080875,-0.49981245,1.3801669,-0.66916347,0.42309836,-0.8903836,-0.015394472,3.4134023,-0.078150794,1.8718293,-2.280567,0.51417965,0.7289521,0.1567527,0.49867785,2.885496,-0.4656787,2.914261,0.5209761,2.5630298,1.9014182,-0.954202,-1.6653951,-0.032101046,0.40699682,3.4573166,-1.5461363,0.34318715,-0.043925717,0.3063358,-0.023367487,-0.2250641,-0.74109036,-0.20687632,-0.74545574,-0.4881785,1.1769264,-0.41262087,0.4635746,-0.85296464,0.014389273,0.18392675,0.16653357,-1.3718927,-1.9553485,-0.091148674,-1.2177463,0.036552917,-2.0529213,2.1961668,1.8607603,2.3146868,-1.3092091,-1.7139153,-0.8772226,-1.5780402,1.1826903,0.19314212,2.6696973,-0.6148984,-0.08946487,0.7694685,-0.83077526,-0.5107411,-2.6776443,-1.0516193,1.6689383,-0.47705895,-1.3268545,1.3419156
Cc1nc(-c2nc(C)c(C)[nH]2)[nH]c1C,0.38024792,0.086849295,0.0048597343,-0.087800644,-0.04670581,-0.18758902,0.017538719,-0.14248778,0.25439504,0.39437422,-0.32012746,-0.08214717,0.17333472,-0.15769446,-0.16528514,0.07704363,0.007146146,0.27799833,-0.34401864,-0.041012295,0.30190247,-0.13735063,-0.025440611,-0.24406134,0.49224108,0.26494658,0.4251426,0.0050971005,0.05508641,0.27587274,0.11835802,-0.21873042,-0.21573907,0.01067676,-0.111934535,0.051795132,0.34941977,-0.023101356,-0.25021243,0.35498148,0.06542978,-0.051283676,0.13647135,-0.0442994,0.006697997,-0.29453236,0.054574035,-0.021368114,-0.21015105,0.040887494,-0.42514855,-0.14284384,0.059228778,0.10224735,0.36203596,-0.17984241,0.022238342,0.0035236143,-0.0771324,-0.028696224,-0.36372626,-0.15382196,0.25647202,0.14637095,0.3769204,-0.15836734,-0.20453675,0.14395484,0.20857637,-0.0020290613,0.020986473,0.11161354,0.019317798,0.011973662,0.061275728,0.070138186,-0.23814487,-0.08884854,-0.063844725,-0.069420144,0.13748635,0.36806676,-0.32316613,-0.16779847,-0.09902464,-0.1262705,0.24341446,-0.24621344,0.2094899,-0.016031925,-0.01945196,0.11486502,0.07703178,-0.31104627,-0.006808225,-0.14558417,0.01052849,0.012409461,-0.0025053006,-0.05634439,-0.09189773,-0.26559493,0.14973044,-0.11026375,0.05137147,-0.09950443,-0.35252765,-0.02959326,0.038459484,0.56652105,0.0022905865,0.32052237,0.10645759,0.41363624,-0.050347075,-0.19463871,-0.096811235,0.31487113,0.06714307,0.3413045,0.024845924,0.08956048,0.18597752,-0.35097763,0.0948074,0.06518011,0.09105286,-0.019791171,0.026160505,0.10413488,0.27731702,-0.03939064,0.031568706,0.294784,0.05755684
CCCC(N)CN,-0.7106645,0.054064,0.04625416,-0.15776843,1.04551,0.45484015,0.45067045,0.70929646,-0.09091142,-1.6124393,1.2415711,0.05483287,-0.41866782,1.0164152,0.18189728,-1.4258176,-1.363748,-0.23517554,1.8353888,0.059032105,-0.21417516,0.08097117,-0.70547026,0.56740963,-2.6666715,-2.0425093,-1.4999802,-1.8360384,1.8636974,-0.041310504,0.416996,0.18605481,1.41383,0.49516088,0.011063464,-1.4483322,0.08734487,0.91078204,0.20353782,-1.4960849,-1.53843,1.7961603,1.1331879,-0.96582377,0.29580525,0.82514286,0.69884753,1.0779512,1.4026716,0.11996509,0.5169329,0.4023531,-2.8733468,-0.035972595,-0.5376994,0.78959787,0.0047292616,-0.05060027,1.3360057,1.7607762,1.9201078,-0.12067785,-0.3934329,-1.9206727,-1.3837866,0.36173233,-0.34485698,0.97457737,-0.4552827,0.31399828,-0.621733,-0.00047763437,2.3911347,-0.054654267,1.2951965,-1.589673,0.36251333,0.4889254,0.09434538,0.34578323,2.0314105,-0.31828433,2.0285866,0.3515658,1.8066238,1.3274603,-0.6465472,-1.1776907,-0.022154758,0.2815711,2.4462378,-1.0653454,0.26023257,-0.024397744,0.20764537,-0.003309451,-0.17540991,-0.5167369,-0.14250997,-0.538929,-0.36743653,0.8040786,-0.27243608,0.3101462,-0.5790468,0.014928456,0.12593406,0.10747625,-0.97677994,-1.3607821,-0.065371275,-0.8312037,0.037571516,-1.4639198,1.5160961,1.3124018,1.6417227,-0.91590047,-1.1992898,-0.59140676,-1.1139437,0.8159616,0.13197422,1.857036,-0.42365336,-0.060948163,0.5573933,-0.6007375,-0.34727407,-1.8762603,-0.72857845,1.1601596,-0.3606221,-0.94204825,0.96196544
NC1CCCC1,-0.8291542,0.06751954,0.046215992,-0.193685,1.2117116,0.52172434,0.5246735,0.8233116,-0.111112684,-1.880127,1.4577793,0.06498217,-0.4910287,1.1916888,0.22461867,-1.6700473,-1.589672,-0.2783372,2.13974,0.0741243,-0.2541469,0.09505765,-0.8075654,0.66023606,-3.1157835,-2.3858993,-1.7385639,-2.133486,2.1589983,-0.046034828,0.48342952,0.22446017,1.6473594,0.5735109,0.007820733,-1.6808704,0.10950108,1.0657147,0.24258295,-1.7502786,-1.8006244,2.0899665,1.3239286,-1.1141984,0.34247813,0.9564838,0.8086207,1.257991,1.6218009,0.13341045,0.61404157,0.47902036,-3.336376,-0.04031685,-0.6352657,0.9269074,0.0022801664,-0.05749957,1.5688595,2.0374918,2.2436557,-0.13391921,-0.46106374,-2.2475984,-1.6102067,0.41791883,-0.4043481,1.1303823,-0.5372762,0.35583845,-0.72506624,-0.0060108528,2.78454,-0.06356834,1.517313,-1.8554702,0.42088675,0.5813004,0.11804234,0.4044341,2.3596716,-0.37504768,2.3692238,0.41699892,2.0974832,1.5481136,-0.7647225,-1.3653024,-0.02608342,0.32994625,2.8350108,-1.2503626,0.29184747,-0.032074973,0.24565269,-0.010804154,-0.19440946,-0.6029675,-0.16754839,-0.6183983,-0.4139101,0.9477316,-0.32633954,0.36925942,-0.68464065,0.014569577,0.14811517,0.12988275,-1.1288733,-1.5894475,-0.07546294,-0.97999364,0.03711797,-1.6904124,1.7778685,1.523521,1.900523,-1.0671062,-1.3970621,-0.7012063,-1.2923185,0.9571652,0.1556513,2.1696925,-0.4969825,-0.07192892,0.6387878,-0.68935114,-0.4102682,-2.1845717,-0.85270154,1.3557101,-0.40517873,-1.0899451,1.1083639
c1ccc2[nH]c(-c3ccncc3)nc2c1,0.5262228,0.12984759,-0.0065353774,-0.1415785,-0.073200524,-0.27528763,0.012873675,-0.19899808,0.33565527,0.5390793,-0.41231722,-0.11231776,0.21929908,-0.19810076,-0.20160115,0.083198234,0.0038663,0.3722572,-0.47138786,-0.047727607,0.3954408,-0.18531694,-0.010954574,-0.334825,0.6572822,0.3457299,0.6057895,0.014751064,0.044812255,0.38064262,0.15208589,-0.28271776,-0.29725504,0.0041769,-0.17451805,0.07617548,0.49942362,-0.016264647,-0.32872108,0.46742675,0.06458035,-0.06789002,0.20046058,-0.033259235,0.004502823,-0.41173658,0.06595608,-0.02571399,-0.31664184,0.043017942,-0.5586126,-0.16908821,0.105734274,0.14138603,0.47039434,-0.22918063,0.017348556,0.0038736798,-0.073549666,-0.050063267,-0.47234917,-0.19304228,0.34200242,0.17626515,0.5204716,-0.22297637,-0.2813102,0.18231538,0.26999298,-0.026084196,0.021995604,0.13614929,0.01727774,0.018185286,0.101699516,0.09765505,-0.3396444,-0.1018199,-0.061540134,-0.09334495,0.1874513,0.4858972,-0.42880303,-0.2072615,-0.15151238,-0.1673127,0.31365678,-0.32744753,0.28888202,-0.023580533,-0.048876718,0.13338864,0.08242956,-0.43207014,-0.006617058,-0.21187302,0.039388016,0.024335433,-0.009827802,-0.05334556,-0.09930461,-0.34159112,0.18215433,-0.14413169,0.040844724,-0.13846737,-0.47268516,-0.026590832,0.06153683,0.7702993,0.004134486,0.4161539,0.121771336,0.5919769,-0.047289304,-0.28708935,-0.16189352,0.4300582,0.09729866,0.44412336,0.048369948,0.13468583,0.26211375,-0.45785585,0.12235874,0.08766981,0.108578235,-0.012818802,0.015400622,0.13672054,0.37010965,-0.04080522,0.07304187,0.41683978,0.06221454
Nc1cccc(N)n1,0.010519057,-0.032790456,0.049458142,0.046817675,0.045017205,0.03667014,0.009851928,0.020707946,0.036267377,-0.011801735,-0.074275866,-0.014255282,0.03726194,-0.03497851,-0.0613371,0.03602104,-0.02059891,0.025691938,-0.011789176,-0.040456794,0.040532194,-0.0076253647,-0.08265738,-0.0074385945,0.028389812,0.03145139,-0.07465114,-0.044118155,0.09791529,-0.0071140695,0.008621821,-0.03114187,0.017375462,0.03518116,0.029412718,-0.051010914,-0.034007773,-0.028431114,-0.04707323,0.05277912,0.02912487,0.017113341,0.002848817,-0.07822244,0.018557183,0.040058587,0.035689123,0.006840771,0.088198796,0.030212184,-0.08117394,-0.06874891,-0.07101703,0.00762471,0.050785396,-0.042866454,0.014435218,-0.013464719,-0.065749004,0.06903991,-0.029576808,-0.03560549,0.013996033,0.052039515,-0.012946781,0.026443202,0.0007193014,0.053430814,0.0448471,0.059863493,0.0040874016,0.045741227,0.055578932,-0.017326443,-0.03678122,-0.0041440893,0.000116247684,-0.028799355,-0.038487263,-0.00045293756,0.06690264,0.048214752,-0.014144691,-0.06089113,0.065200984,0.00804773,0.062970914,-0.057607286,0.0062417835,-0.0072408747,0.106833614,0.06483455,0.06958786,0.018214757,-0.008083055,0.03922339,-0.06238161,-0.018056192,0.0075144824,-0.05027117,-0.08825751,-0.054310016,0.047612797,-0.038865935,0.06594838,0.013746796,-0.029318433,-0.02218985,-0.06443582,0.01540314,0.010393735,0.067884415,0.04696412,-0.08963086,-0.057787217,0.059224933,0.105461985,0.004509514,-0.012573306,0.06726518,-0.046298653,-0.028628418,-0.015071264,-0.050514888,0.015566235,-0.009359581,0.06996901,-0.04025913,0.052511215,-0.026412746,0.022058412,-0.00820956,-0.10047771,-0.06396965,0.07275879
