smiles,encoded_mdes_0,encoded_mdes_1,encoded_mdes_2,encoded_mdes_3,encoded_mdes_4,encoded_mdes_5,encoded_mdes_6,encoded_mdes_7,encoded_mdes_8,encoded_mdes_9,encoded_mdes_10,encoded_mdes_11,encoded_mdes_12,encoded_mdes_13,encoded_mdes_14,encoded_mdes_15,encoded_mdes_16,encoded_mdes_17,encoded_mdes_18,encoded_mdes_19,encoded_mdes_20,encoded_mdes_21,encoded_mdes_22,encoded_mdes_23,encoded_mdes_24,encoded_mdes_25,encoded_mdes_26,encoded_mdes_27,encoded_mdes_28,encoded_mdes_29,encoded_mdes_30,encoded_mdes_31,encoded_mdes_32,encoded_mdes_33,encoded_mdes_34,encoded_mdes_35,encoded_mdes_36,encoded_mdes_37,encoded_mdes_38,encoded_mdes_39,encoded_mdes_40,encoded_mdes_41,encoded_mdes_42,encoded_mdes_43,encoded_mdes_44,encoded_mdes_45,encoded_mdes_46,encoded_mdes_47,encoded_mdes_48,encoded_mdes_49,encoded_mdes_50,encoded_mdes_51,encoded_mdes_52,encoded_mdes_53,encoded_mdes_54,encoded_mdes_55,encoded_mdes_56,encoded_mdes_57,encoded_mdes_58,encoded_mdes_59,encoded_mdes_60,encoded_mdes_61,encoded_mdes_62,encoded_mdes_63,encoded_mdes_64,encoded_mdes_65,encoded_mdes_66,encoded_mdes_67,encoded_mdes_68,encoded_mdes_69,encoded_mdes_70,encoded_mdes_71,encoded_mdes_72,encoded_mdes_73,encoded_mdes_74,encoded_mdes_75,encoded_mdes_76,encoded_mdes_77,encoded_mdes_78,encoded_mdes_79,encoded_mdes_80,encoded_mdes_81,encoded_mdes_82,encoded_mdes_83,encoded_mdes_84,encoded_mdes_85,encoded_mdes_86,encoded_mdes_87,encoded_mdes_88,encoded_mdes_89,encoded_mdes_90,encoded_mdes_91,encoded_mdes_92,encoded_mdes_93,encoded_mdes_94,encoded_mdes_95,encoded_mdes_96,encoded_mdes_97,encoded_mdes_98,encoded_mdes_99,encoded_mdes_100,encoded_mdes_101,encoded_mdes_102,encoded_mdes_103,encoded_mdes_104,encoded_mdes_105,encoded_mdes_106,encoded_mdes_107,encoded_mdes_108,encoded_mdes_109,encoded_mdes_110,encoded_mdes_111,encoded_mdes_112,encoded_mdes_113,encoded_mdes_114,encoded_mdes_115,encoded_mdes_116,encoded_mdes_117,encoded_mdes_118,encoded_mdes_119,encoded_mdes_120,encoded_mdes_121,encoded_mdes_122,encoded_mdes_123,encoded_mdes_124,encoded_mdes_125,encoded_mdes_126,encoded_mdes_127,encoded_mdes_128,encoded_mdes_129,encoded_mdes_130,encoded_mdes_131,encoded_mdes_132,encoded_mdes_133,encoded_mdes_134,encoded_mdes_135,encoded_mdes_136,encoded_mdes_137,encoded_mdes_138,encoded_mdes_139,encoded_mdes_140,encoded_mdes_141,encoded_mdes_142,encoded_mdes_143,encoded_mdes_144,encoded_mdes_145,encoded_mdes_146,encoded_mdes_147,encoded_mdes_148,encoded_mdes_149,encoded_mdes_150,encoded_mdes_151,encoded_mdes_152,encoded_mdes_153,encoded_mdes_154,encoded_mdes_155,encoded_mdes_156,encoded_mdes_157,encoded_mdes_158,encoded_mdes_159,encoded_mdes_160,encoded_mdes_161,encoded_mdes_162,encoded_mdes_163,encoded_mdes_164,encoded_mdes_165,encoded_mdes_166,encoded_mdes_167,encoded_mdes_168
CCN(C)CC,1.3285935,-2.2845652,-0.30843547,0.42684028,-0.16210487,0.6944828,0.3957674,0.23961145,-0.23843361,-0.84001166,-0.42191923,-1.0658193,0.8846718,0.8102075,0.016254902,-0.86817265,-1.3476174,0.5397108,-0.39059734,-1.2159388,-0.51877964,-0.8634969,-1.8767831,0.32903364,0.040092934,-0.84969413,1.0082036,-1.3482683,-0.020129032,-0.9633173,-0.21397871,-0.42600212,0.53880584,2.100411,-0.05172151,-0.96317357,-1.3235747,1.9353317,0.5283578,-0.025927644,0.033482563,0.05124812,-0.001868803,0.4152749,0.056288145,1.6152284,-1.0214627,-0.4568051,0.36761168,0.8669698,-1.2189338,0.0729528,-0.003977865,-1.7625611,-0.0906735,-0.99596775,0.23691046,0.9479429,-1.0337677,1.0128361,0.26544622,0.12970942,-1.1506891,0.6696487,0.31991735,0.48450685,0.5124246,-1.5500736,-0.057362895,-0.2281749,0.65282404,-1.654815,-0.24214566,0.9357632,1.6182553,0.6727406,0.47017476,-1.3854356,-0.20692909,0.4886078,-0.70632267,-0.7293463,0.60745895,0.064946786,-0.14962576,-0.5152114,-0.90972364,-0.28194404,-0.9204453,0.14883882,-0.51287705,-0.8642162,-0.30531257,-0.22054048,-0.14649166,-1.1753764,-0.5878533,0.29437086,0.7733827,-0.6743683,0.35051045,0.6274024,-0.021304008,0.013223559,-0.9947859,0.8397134,0.5457777,-1.4641553,0.024719702,-0.20502073,0.8740956,1.0187978,-0.19337085,0.17246152,0.86080265,-0.86023325,0.1300444,-0.5591691,-0.13707384,-0.20643091,-1.0182352,-0.24136932,1.0521728,1.0613188,0.14200453,0.76075566,-1.2747573,-0.25815696,0.23990215,-0.02296121,0.10732535,-0.51284534,0.38113883,-1.2584125,-0.1449143,0.69930905,-0.42203876,0.21032616,-0.24937965,1.0417937,0.9128608,0.6756704,-0.4919679,-0.118500665,-0.072695844,-0.84686095,0.34045726,0.36843455,-0.42137277,0.23918939,-0.3489984,-0.18167812,0.6308198,-0.7587403,-0.7808224,-0.18066725,-0.09712722,-0.029658593,-0.33527577,1.4777964,-0.4321823,-0.33493644,1.3002614,-1.4965925,0.06870396,1.2894651,0.5801413,-0.1894709,-1.4540242
Cc1nc(-c2nc(C)c(C)[nH]2)[nH]c1C,-0.10933691,0.1693922,0.09998825,-0.03332961,-0.026595395,0.03815029,0.025996834,0.025481367,-0.01571114,-0.07166863,-0.10817835,0.033617903,0.004291324,-0.043621168,0.056393653,0.16972813,0.02691126,-0.01700585,-0.15233803,-0.028467119,0.0006430652,0.013990079,0.043526836,0.0020439061,0.15498191,-0.041258737,-0.018094406,-0.04068998,0.055189516,0.19428542,0.02912945,0.14300862,0.056198083,-0.039916016,-0.012750646,0.18728548,-0.031151213,0.01644972,-0.09771018,0.011999194,0.06057045,-0.024970736,0.01165922,-0.054996952,-0.00566924,-0.047115125,-0.01991814,0.14083594,-0.058079947,-0.07240051,0.20339659,-0.14062798,-0.14484167,-0.0496912,-0.08765106,0.08337739,0.0014937073,0.014070161,0.055655546,0.041357234,-0.10154509,-0.097122625,0.25307474,-0.14331324,0.05432858,-0.04370313,-0.0778034,-0.012794614,-0.10098527,0.1816036,0.07545359,-0.026380707,-0.07296908,-0.18921596,-0.09299696,-0.065252796,0.07290985,0.18880571,-0.051186554,0.11201768,-0.09526047,0.23357943,-0.22604196,-0.027019607,0.104690485,0.28104126,-0.0200933,0.006188782,0.11803979,0.053455424,0.014851939,0.14407352,0.16301848,0.0840662,0.03545335,-0.034360774,0.008434331,-0.03404916,-0.18227586,-0.08688155,0.0050900616,-0.052496057,-0.055434626,0.03605467,0.04218714,-0.03432879,0.14352575,0.057873998,-0.027990183,-0.013687335,0.031960107,-0.050952632,-0.04436307,0.117716774,-0.017460931,-0.013771713,-0.040099584,0.15418465,0.015895814,0.06618091,0.040245008,0.0009146482,-0.011879683,0.19134493,0.03878483,0.01729737,0.0027761469,-0.016339365,-0.035696838,-0.0021306402,-0.0048430953,0.14547123,-0.051009614,0.21778405,-0.10708561,-0.06321452,-0.07726459,0.033557944,-0.017238364,-0.07116324,-0.009224682,-0.0031753853,-0.12137015,-0.041943222,-0.04373739,0.11404769,-0.043780327,0.034824103,0.00084815547,-0.031350635,0.015182842,0.08841047,-0.0051928572,-0.035869557,-0.05111115,0.039608557,-0.13555494,0.04127586,0.05099653,0.026358113,-0.007568052,-0.21757434,-0.07524318,-0.04357969,0.059667714,0.019815957,-0.08419674,-0.043301385,0.17814171
CCCC(N)CN,1.2822326,-2.206461,-0.29707292,0.4146373,-0.15622112,0.6725676,0.38447973,0.23230423,-0.2290224,-0.8142405,-0.40961176,-1.0329306,0.85432756,0.7827553,0.0177906,-0.83730626,-1.3012171,0.5243029,-0.37777284,-1.1774715,-0.50068855,-0.83446527,-1.8147448,0.31796196,0.038966123,-0.8213954,0.9762882,-1.3016925,-0.017371565,-0.9302746,-0.20519122,-0.41247863,0.52066106,2.029061,-0.049845155,-0.93170416,-1.2797164,1.8715972,0.50964177,-0.02329595,0.031139873,0.048034266,-0.0044058748,0.39916262,0.0548326,1.5604986,-0.98823136,-0.43898976,0.35400212,0.84015554,-1.1778901,0.0679953,-0.005457461,-1.7030499,-0.08640879,-0.9608654,0.23092297,0.9143849,-1.0003405,0.9798611,0.2568922,0.12564631,-1.11095,0.64815,0.30792788,0.46977097,0.49354106,-1.5000608,-0.05655661,-0.22017555,0.6312147,-1.6019355,-0.23365614,0.90307325,1.5625919,0.6488051,0.45193854,-1.3392951,-0.1991345,0.47157463,-0.6840112,-0.7033648,0.58503515,0.061777398,-0.14268272,-0.49766997,-0.88030577,-0.27159527,-0.88891125,0.14384726,-0.49786273,-0.8336877,-0.2947158,-0.21259226,-0.14005809,-1.1381984,-0.5674614,0.28251567,0.7455107,-0.65187496,0.3403434,0.60550857,-0.019889135,0.01359643,-0.9602507,0.81233186,0.5254725,-1.4167416,0.023848103,-0.19919774,0.8432388,0.9843865,-0.18641743,0.16789287,0.83196497,-0.83237547,0.12600943,-0.5380317,-0.13227051,-0.19844821,-0.9828598,-0.2343017,1.0154868,1.0271884,0.13775006,0.73641986,-1.2319598,-0.24945977,0.22949572,-0.021783724,0.10373724,-0.49487555,0.37024835,-1.2142274,-0.14303496,0.6744405,-0.40962926,0.20507321,-0.24287005,1.0060343,0.88176763,0.65402037,-0.47676575,-0.11438553,-0.070893474,-0.8176205,0.32856262,0.35754701,-0.40823108,0.23007727,-0.3379821,-0.17413673,0.60867095,-0.7349536,-0.7573012,-0.17259535,-0.09553619,-0.026690878,-0.32614115,1.4304336,-0.41851085,-0.32485938,1.2545129,-1.4478716,0.06623418,1.2466112,0.5617255,-0.18197693,-1.4031193
NC1CCCC1,1.2189624,-2.1011076,-0.2814957,0.3982685,-0.1486384,0.64296067,0.36918876,0.22214592,-0.21693328,-0.7795267,-0.39269483,-0.98880297,0.8133235,0.7459754,0.019713506,-0.7950777,-1.2383652,0.5034866,-0.36009577,-1.1254385,-0.4761778,-0.79557484,-1.7312746,0.30315644,0.037925538,-0.7833522,0.93332314,-1.2390859,-0.013557665,-0.88592565,-0.19374344,-0.39437377,0.49593052,1.9323852,-0.047270622,-0.8887619,-1.221068,1.7851819,0.48495612,-0.020136755,0.027907718,0.04342784,-0.007821549,0.37684,0.052217446,1.4866749,-0.9436272,-0.41568798,0.33571506,0.803813,-1.122675,0.061693184,-0.0076615363,-1.6226962,-0.08027687,-0.91373557,0.22286603,0.86909646,-0.955425,0.93543166,0.24586144,0.12022763,-1.0569012,0.61936635,0.29234555,0.45020115,0.4678849,-1.4323797,-0.055541318,-0.20938782,0.6019147,-1.5305407,-0.22216408,0.85907066,1.4873852,0.6167275,0.42757136,-1.2770262,-0.18861954,0.44847068,-0.6541468,-0.667698,0.5542565,0.057146676,-0.13337313,-0.47404975,-0.8408517,-0.25785986,-0.8467013,0.13699561,-0.47720638,-0.7925436,-0.280386,-0.20220974,-0.13140653,-1.0876144,-0.5396834,0.2667747,0.70803195,-0.62166554,0.32650533,0.5756979,-0.01835506,0.013729826,-0.91397434,0.7749737,0.49828362,-1.3526078,0.02275257,-0.1915857,0.80171853,0.9379767,-0.17668982,0.16194834,0.7935309,-0.7946398,0.12063359,-0.50928575,-0.12628263,-0.18746832,-0.9346251,-0.22401072,0.965816,0.98128754,0.13161668,0.7034154,-1.1742427,-0.23775467,0.21551718,-0.020573402,0.09911295,-0.4702599,0.35571924,-1.1543273,-0.13998866,0.6404731,-0.39285243,0.19766214,-0.23421718,0.95806986,0.83956987,0.6249479,-0.45646128,-0.109218895,-0.06801104,-0.77884,0.31271097,0.3431245,-0.39016348,0.21841848,-0.32294786,-0.1637341,0.5786648,-0.70257205,-0.7249415,-0.16196582,-0.093634024,-0.022967912,-0.31366792,1.3660332,-0.40016335,-0.3113948,1.1927958,-1.3817085,0.0627398,1.1892124,0.5365476,-0.1714141,-1.3341222
c1ccc2[nH]c(-c3ccncc3)nc2c1,-0.148211,0.24593312,0.1341512,-0.1062298,-0.034092493,0.03242807,0.010118872,0.024256917,-0.044084027,-0.0895517,-0.1623669,0.09838094,0.011317709,-0.07329504,0.04735729,0.24132568,0.009314269,-0.07221684,-0.24053565,-0.01071547,-0.0081717875,0.027384963,0.11068135,0.008618733,0.23652014,-0.079310596,-0.059945628,-0.09801336,0.048548065,0.3053621,-9.5870346e-05,0.25828016,0.09331401,-0.03861647,-0.026178926,0.30926174,-0.047442712,0.01855304,-0.1268192,-0.023262601,0.12744482,0.0027639307,0.06637043,-0.04540655,-0.016245361,-0.08115247,-0.0013369732,0.19367667,-0.05778392,-0.1669897,0.3359859,-0.19181642,-0.201,-0.09057482,-0.16392192,0.10198517,-0.0075479336,0.056624055,0.12558511,0.043793455,-0.18015939,-0.16979079,0.40254772,-0.25107467,0.100253105,-0.10151765,-0.11247722,0.020873383,-0.13931547,0.3033983,0.113803715,-0.013306323,-0.13693681,-0.279898,-0.1276701,-0.07644121,0.1553259,0.30733407,-0.10382615,0.19177052,-0.124340266,0.33991924,-0.31715518,-0.021477029,0.15566638,0.45745987,-0.011561349,0.005053209,0.17705698,0.080909275,0.06456107,0.20500636,0.2742612,0.14588167,0.026032021,-0.02915327,0.0067066085,-0.03280571,-0.27402854,-0.1452922,-0.008628685,-0.047956254,-0.099408746,0.028994262,0.048747122,-0.05226384,0.26199514,0.11770086,-0.039735906,-0.006655181,0.07395631,-0.08577033,-0.07965577,0.14743076,-0.036137477,-0.0036177784,-0.06493055,0.213047,0.010854586,0.07657957,0.04534442,0.022841554,0.0020648018,0.27684408,0.052056618,0.012774324,0.006600228,-0.0200376,-0.029767461,-0.00061930297,-0.019398248,0.22197057,-0.11251442,0.32175827,-0.13092162,-0.0657755,-0.08801795,0.036004342,-0.0016106516,-0.10044089,3.614463e-06,-0.030788414,-0.19741105,-0.06420591,-0.053124994,0.17494117,-0.060930103,0.012252353,0.017524295,-0.049406998,0.040413484,0.1257391,-0.0030898806,-0.02406362,-0.04321225,0.02361101,-0.19042246,0.03302023,0.10979867,0.014865749,0.012650728,-0.33790553,-0.07639,-0.032981228,0.0967286,0.028589163,-0.14339568,-0.09370096,0.26120776
Nc1cccc(N)n1,-0.054479014,0.04964216,0.046627022,0.05429346,-0.0084465705,0.058244534,0.058719955,0.022902824,0.0020334944,-0.06405285,-0.05277569,-0.063338995,-0.0052896524,0.0050633177,0.057534397,0.07445753,0.016645249,0.059077583,-0.037713714,-0.066448204,0.014016691,-0.0016353372,-0.045934323,-0.003661795,0.0505644,-0.013370732,0.05216477,0.014959287,0.054335363,0.038044978,0.056924142,0.0016452372,0.008666004,-0.018147375,0.000842195,0.021803375,-0.04540886,0.05115358,-0.04000322,0.050463635,-0.015383761,-0.04946597,-0.056177534,-0.07106609,0.0017869722,0.00082269916,-0.048583142,0.061325133,-0.040703382,0.06122633,0.027025647,-0.07899873,-0.08527622,-0.024785342,0.0025147386,0.05927436,0.031431735,-0.024511414,-0.032394968,0.04786159,-0.01782095,-0.005903667,0.062182166,0.0022252928,0.002839271,0.033782575,-0.034434766,-0.060618132,-0.061145324,0.030896435,0.038577456,-0.082283884,-0.0002195146,-0.05459262,-0.03178089,-0.046395916,-0.021812819,0.028802173,0.0014276733,0.02180195,-0.06897618,0.07376369,-0.105989784,-0.031347737,0.05113919,0.07171505,-0.042542744,0.009803421,0.025478346,0.02686924,-0.04908143,0.05608856,0.025575032,0.009281177,0.05184997,-0.06530808,0.01587944,-0.052584548,-0.07927886,-0.017870825,0.020130023,-0.04111483,-0.001785066,0.03645084,0.02142437,-0.0057008592,0.0040121935,-0.0413055,-0.021162502,-0.027292846,0.0010483135,-0.011510737,0.0066093095,0.06530747,0.012271701,-0.047339536,-0.0047326935,0.0861548,0.0068396623,0.046722908,0.037742913,-0.016339727,-0.018870406,0.09261713,0.022498325,0.039168097,-0.025621265,-0.013176655,-0.04783144,-0.005940473,0.007933617,0.049722493,0.04303982,0.07670072,-0.07503114,-0.048614137,-0.0642779,0.035938285,-0.04090756,-0.021003783,0.005289619,0.03470109,-0.061599426,-0.024212856,-0.022629896,0.021876605,-0.012458574,0.061215818,-0.030214459,-0.0037572114,-0.016893217,0.04540033,-0.007076323,-0.049822606,-0.059693657,0.046770986,-0.07757361,0.048136696,-0.027601652,0.06100236,-0.03522643,-0.07640849,-0.061243244,-0.060745195,0.0035246108,0.018526495,-0.005837865,0.018596714,0.06335817
CCCCCCCCCCCCN,0.3966269,-0.7493161,-0.07830253,0.18848212,-0.056474183,0.26268414,0.17282917,0.08841132,-0.06931995,-0.3338313,-0.17203413,-0.42583928,0.28766772,0.27641398,0.04099685,-0.24546455,-0.4285518,0.23756355,-0.12762216,-0.45485908,-0.16135478,-0.3001091,-0.66433674,0.11611516,0.03001476,-0.29691795,0.3839513,-0.44014627,0.0366522,-0.31860995,-0.052385945,-0.16430737,0.17591235,0.6879074,-0.015097078,-0.33128852,-0.47691435,0.67283857,0.17518426,0.014645521,-0.014497504,-0.018706024,-0.050633445,0.08254783,0.010367895,0.5404979,-0.37381297,-0.12781656,0.103219956,0.33494866,-0.41694537,-0.015100293,-0.039313514,-0.59185725,0.0023253188,-0.3133279,0.11963854,0.28784814,-0.38187897,0.36621866,0.11001014,0.052376598,-0.35817927,0.25333264,0.10222587,0.20271525,0.13721037,-0.56159467,-0.043531965,-0.07020293,0.22392158,-0.61393154,-0.07462616,0.2951573,0.52258146,0.20781755,0.11834377,-0.47877592,-0.054443285,0.1513333,-0.2742569,-0.20234418,0.15336074,-0.005761735,-0.014111722,-0.17207575,-0.33706743,-0.08576881,-0.30857956,0.04798397,-0.2067232,-0.26653916,-0.09560775,-0.07283894,-0.021167759,-0.43408895,-0.17952578,0.06856281,0.22893706,-0.23627073,0.14849712,0.1905503,-0.004126612,0.009695262,-0.32512993,0.29049745,0.15301439,-0.5274575,0.009031804,-0.096703686,0.27125707,0.3428273,-0.048536316,0.08868993,0.307101,-0.31021136,0.052058604,-0.1386198,-0.05681289,-0.044584814,-0.31058732,-0.083601244,0.32782486,0.39505595,0.048965454,0.27750716,-0.43603995,-0.08830971,0.037653293,-0.010302888,0.044125803,-0.15055403,0.17168449,-0.38349557,-0.09342594,0.19976395,-0.17872413,0.098810904,-0.124597885,0.34694907,0.29516843,0.25502715,-0.19826007,-0.049418908,-0.025264582,-0.28927872,0.112630345,0.1626088,-0.1554524,0.07761502,-0.12827301,-0.0284901,0.19303124,-0.28355622,-0.30203462,-0.028917685,-0.07264458,0.019860707,-0.15194198,0.53441644,-0.16646905,-0.13970476,0.40055543,-0.5286676,0.01533108,0.4586187,0.20904337,-0.030534107,-0.44405735
CCCC(C)N,1.4330387,-2.4564202,-0.3343014,0.45338562,-0.17374897,0.74280715,0.42079252,0.25675327,-0.25700247,-0.89656514,-0.45013824,-1.137337,0.9515811,0.8698612,0.013362259,-0.938082,-1.4506439,0.57369787,-0.42003703,-1.3010709,-0.5589352,-0.92638075,-2.012517,0.35279375,0.040992808,-0.91149133,1.0780666,-1.4499185,-0.026494086,-1.0352652,-0.23187882,-0.45525494,0.5795829,2.2587888,-0.055971798,-1.0340337,-1.4181571,2.076995,0.56769294,-0.030415516,0.03887529,0.059202507,0.003666509,0.4526793,0.06170299,1.7356831,-1.0937853,-0.49350196,0.39723498,0.92654693,-1.3086874,0.08261355,3.1657517e-05,-1.8936616,-0.101316325,-1.0723935,0.25006598,1.0219136,-1.1066971,1.0852448,0.28257787,0.13843822,-1.2395284,0.7162278,0.3442038,0.51594955,0.55451566,-1.6607289,-0.058904793,-0.24578218,0.7008665,-1.7713547,-0.26096186,1.007362,1.7410914,0.7247325,0.50954694,-1.486934,-0.22407468,0.52647793,-0.7546153,-0.78852564,0.6584795,0.07307788,-0.16472562,-0.5536548,-0.9737075,-0.30397406,-0.98875874,0.16023362,-0.5473365,-0.93129456,-0.32878968,-0.23688588,-0.16059668,-1.2586639,-0.6337232,0.31953853,0.83435243,-0.72338814,0.3732861,0.6765343,-0.023112353,0.013564363,-1.0696552,0.90136385,0.5898125,-1.5690745,0.026352363,-0.21691996,0.9414963,1.0944271,-0.20981552,0.18182153,0.92265636,-0.92205364,0.13871503,-0.6063265,-0.145841,-0.22465774,-1.0977818,-0.25940877,1.1333954,1.1359282,0.1526237,0.814964,-1.3688136,-0.27708215,0.2626301,-0.024327805,0.114491366,-0.5535935,0.40462217,-1.3565727,-0.1508165,0.7553928,-0.4495164,0.2229034,-0.26324517,1.1195784,0.98210603,0.7227476,-0.5247363,-0.12624185,-0.07815529,-0.9089997,0.36601305,0.39149922,-0.45136118,0.2571264,-0.3738473,-0.19900171,0.68003494,-0.81210107,-0.8346796,-0.19753996,-0.09984322,-0.03520704,-0.35581866,1.583618,-0.46188375,-0.3567318,1.4009132,-1.6051389,0.0746857,1.3824219,0.62175965,-0.20749338,-1.5670375
CNCCCN,1.3467108,-2.3133707,-0.31300336,0.43122065,-0.16375124,0.7026247,0.4000066,0.24274212,-0.24100034,-0.8494663,-0.42693514,-1.0775821,0.8959341,0.8200234,0.015884772,-0.8803843,-1.3651068,0.54543096,-0.39583445,-1.230341,-0.525596,-0.8738015,-1.899351,0.33286685,0.03984526,-0.85993797,1.0198212,-1.3651013,-0.021266684,-0.9751984,-0.21664038,-0.43079,0.5458603,2.127312,-0.052474733,-0.97545576,-1.3389758,1.959442,0.5344844,-0.026341598,0.034444723,0.052792594,-0.0009481162,0.4220219,0.05774998,1.6354449,-1.033401,-0.4623217,0.37252155,0.87711024,-1.2338412,0.07425206,-0.0031110495,-1.7845808,-0.09276911,-1.0086108,0.23910323,0.9603742,-1.0458369,1.0249388,0.2678904,0.13110657,-1.1659446,0.6772761,0.32348004,0.4895193,0.5196113,-1.5687783,-0.057571735,-0.23111536,0.66100043,-1.6743937,-0.24534583,0.9476826,1.6389457,0.6812762,0.47659418,-1.4024339,-0.20981184,0.495059,-0.7142189,-0.7397803,0.61646104,0.066591464,-0.15212493,-0.52162975,-0.92025113,-0.2854328,-0.9316279,0.15084308,-0.51900584,-0.8754238,-0.30930075,-0.22298357,-0.14883633,-1.1896988,-0.5958075,0.2983603,0.78347975,-0.6824838,0.35441655,0.63586664,-0.021287758,0.01357615,-1.0070422,0.850385,0.5529958,-1.4818844,0.024943309,-0.20679249,0.88528293,1.03144,-0.19642077,0.17384994,0.8707719,-0.87075025,0.13144253,-0.5672396,-0.13810918,-0.2096506,-1.031997,-0.24502456,1.0659298,1.0736989,0.14411008,0.7700008,-1.2904866,-0.26129705,0.24366881,-0.022868548,0.108342715,-0.5199902,0.38495132,-1.2751037,-0.14634365,0.7090533,-0.42669365,0.21268478,-0.2516057,1.0546122,0.92467797,0.6834368,-0.49729547,-0.11946251,-0.073983245,-0.8567311,0.34458727,0.37207264,-0.42668086,0.2416898,-0.35331723,-0.18476687,0.6391858,-0.7679294,-0.79036784,-0.18328416,-0.09738761,-0.03034085,-0.33882967,1.4959484,-0.43706292,-0.33850175,1.3171377,-1.5151289,0.069847055,1.3046993,0.5873974,-0.19288696,-1.4732158
CN(CCCN)CCCN,0.7849401,-1.3851697,-0.17416765,0.28749526,-0.099543445,0.4416643,0.26502836,0.15128174,-0.13860966,-0.5438177,-0.27558824,-0.6905289,0.5346379,0.4970941,0.031924263,-0.5047005,-0.8095398,0.36204633,-0.23793948,-0.77094275,-0.30905885,-0.533081,-1.1654643,0.2039841,0.033427358,-0.52569455,0.6421818,-0.81531626,0.012793556,-0.5857897,-0.1185143,-0.27222335,0.3264391,1.2732737,-0.02963468,-0.594259,-0.8261902,1.1957489,0.32031703,-0.00089403614,0.0055340137,0.010738149,-0.030900555,0.22186317,0.030653553,0.98488116,-0.64201444,-0.26176447,0.21222,0.5558631,-0.7484653,0.020856291,-0.024062179,-1.0766705,-0.036468215,-0.59495896,0.16806275,0.56096363,-0.6513228,0.63361776,0.17370534,0.083818525,-0.68742347,0.42505118,0.19016035,0.31877327,0.29278564,-0.97168523,-0.04907861,-0.13600272,0.40198344,-1.0451939,-0.14384097,0.5606211,0.9758708,0.39984882,0.263123,-0.8542562,-0.11717732,0.29095623,-0.45251593,-0.42205325,0.34249365,0.02386333,-0.07029016,-0.31388155,-0.57402945,-0.16584249,-0.56164306,0.08977785,-0.33426836,-0.51309204,-0.18264812,-0.1335935,-0.07259685,-0.7412875,-0.34895623,0.16154349,0.45394957,-0.41718146,0.23184559,0.37158963,-0.010280326,0.012756892,-0.6015744,0.5188064,0.3145421,-0.91573703,0.015748473,-0.14156134,0.5207086,0.62283283,-0.10867785,0.122604534,0.5351932,-0.5373314,0.084369004,-0.31318223,-0.08890601,-0.11198582,-0.6040905,-0.14997466,0.6277364,0.6702183,0.08801156,0.4778358,-0.78242785,-0.15883085,0.12080489,-0.014437683,0.06907149,-0.3011101,0.25766957,-0.74581844,-0.11619786,0.4074365,-0.27849546,0.14571854,-0.17623846,0.6336742,0.55150825,0.4285357,-0.31973457,-0.076419905,-0.04598257,-0.51897687,0.20595916,0.24677923,-0.265712,0.14277177,-0.21972987,-0.09195539,0.37381238,-0.48066163,-0.50160146,-0.09129069,-0.08195566,0.0005962476,-0.22836201,0.92592454,-0.27631658,-0.2203934,0.7734663,-0.93019557,0.03799332,0.8013268,0.36366218,-0.09699151,-0.8637799
